left_hip_pitch_joint,right_hip_pitch_joint,left_hip_roll_joint,right_hip_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,left_knee_joint,right_knee_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,left_ankle_roll_joint,right_ankle_roll_joint,rf_x,rf_y,rf_z,lf_x,lf_y,lf_z,rk_x,rk_y,rk_z,lk_x,lk_y,lk_z
-4.378336598937289104e-01,1.095522403407925144e-01,-2.442778464483860018e-02,2.363195766965603753e-02,2.808774127908399976e-01,-1.102372783053067185e-01,2.956860640217220948e-01,-4.144794111094299294e-01,1.181813277408351980e-02,3.318676187595297478e-01,1.581207081670005579e-02,1.744878856002869683e-02,-8.090169943752070769e-02,-1.100000000000000006e-01,-6.388550323395518760e-01,8.090169943752070769e-02,1.100000000000000006e-01,-7.211449676604482217e-01,1.404913785082963218e-02,-9.192613008367638006e-02,-3.299693215672572233e-01,8.595086214917072032e-02,1.280738699163236072e-01,-4.100306784327425458e-01
-3.907770986532406732e-01,1.980260120082990294e-01,-1.395745259040109473e-02,3.546144753773922825e-02,2.498681818961096257e-01,-1.798060562165368359e-01,2.652653009988013566e-01,-5.040411986080134410e-01,5.665123502635503738e-03,3.478089728115738577e-01,1.743836329117708431e-02,1.886183327923013700e-02,-7.071067811868642083e-02,-1.100000000000000006e-01,-6.305025253169639354e-01,7.071067811868642083e-02,1.100000000000000006e-01,-7.294974746830361623e-01,2.200636593990939333e-02,-9.080900740030671547e-02,-3.257755374058330378e-01,7.799363406009099386e-02,1.291909925996932718e-01,-4.142244625941667868e-01
-3.420655581768476394e-01,2.895443046002195708e-01,-4.841596824641158404e-03,5.160187264018746556e-02,2.178979182517591651e-01,-2.492728734051751216e-01,2.382376078106319683e-01,-5.905773675885552798e-01,-3.968751817773893270e-03,3.489874358007233335e-01,1.872202140058103204e-02,1.860051970969505905e-02,-5.877852522928376372e-02,-1.100000000000000006e-01,-6.233688103937722325e-01,5.877852522928376372e-02,1.100000000000000006e-01,-7.366311896062278652e-01,3.065289020509368023e-02,-9.016443064599431734e-02,-3.226707062860536546e-01,6.934710979490653349e-02,1.298355693540056699e-01,-4.173292937139462810e-01
-2.922088815131319017e-01,3.793666227247313727e-01,2.782043068099850081e-03,7.120691345990340371e-02,1.851921758806857332e-01,-3.145830796545953656e-01,2.142641032480126217e-01,-6.714023036865812699e-01,-1.639386155513342103e-02,3.490610897375451827e-01,1.958198324588193012e-02,1.703940665431108795e-02,-4.539904997399506897e-02,-1.100000000000000006e-01,-6.176295433068287322e-01,4.539904997399506897e-02,1.100000000000000006e-01,-7.423704566931713655e-01,3.977580452280467249e-02,-9.000827143965799138e-02,-3.207312794544318058e-01,6.022419547719534694e-02,1.299917285603419959e-01,-4.192687205455681854e-01
-2.418044428699336057e-01,4.622966703089552709e-01,8.810760645475439537e-03,9.227356492620249206e-02,1.520718893938464988e-01,-3.717175438094186823e-01,1.930679167302061516e-01,-7.407176961218753242e-01,-3.098756273250936888e-02,3.490656931085965309e-01,1.996643096950634702e-02,1.457753668248758065e-02,-3.090169943753810072e-02,-1.100000000000000006e-01,-6.134260438593491793e-01,3.090169943753810072e-02,1.100000000000000006e-01,-7.465739561406509184e-01,4.915047246532357889e-02,-9.034437493922041484e-02,-3.200050120361507267e-01,5.084952753467664871e-02,1.296556250607795724e-01,-4.199949879638492645e-01
-1.915338529943206858e-01,5.348385334531668978e-01,1.318858593750884753e-02,1.124415214075740188e-01,1.189504629204658076e-01,-4.184620240910184585e-01,1.744406738136282942e-01,-7.942577162623382092e-01,-4.719277263850209236e-02,3.490659808192872471e-01,1.985221780112969223e-02,1.166413896012977180e-02,-1.564344650406837914e-02,-1.100000000000000006e-01,-6.108618161583454498e-01,1.564344650406837914e-02,1.100000000000000006e-01,-7.491381838416546479e-01,5.854605859516645583e-02,-9.116446516105881914e-02,-3.205097871453917446e-01,4.145394140483397993e-02,1.288355348389411681e-01,-4.194902128546083020e-01
-1.421519329443476642e-01,5.953693400279017611e-01,1.591602986309842080e-02,1.297194457235500975e-01,8.632316183595234449e-02,-4.543397535388142838e-01,1.582451059999280540e-01,-8.301158477194201524e-01,-6.451373185722039660e-02,3.490659988012054238e-01,1.924197278445550705e-02,8.703821904374893156e-03,-4.612398358638549047e-14,-1.100000000000000006e-01,-6.100000000000000977e-01,4.612398358638549047e-14,1.100000000000000006e-01,-7.500000000000000000e-01,6.773121239965397555e-02,-9.244834876218811781e-02,-3.222331755437128908e-01,3.226878760034623816e-02,1.275516512378118694e-01,-4.177668244562871558e-01
-9.447163462322508143e-02,6.433256773731639289e-01,1.705646484153880080e-02,1.426945809658203557e-01,5.475217720660412180e-02,-4.797609735116488694e-01,1.444180509880289842e-01,-8.476869101482878976e-01,-8.251230611387219693e-02,3.459210837709741360e-01,1.815963020596380109e-02,5.985677071247254635e-03,1.564344650397691758e-02,-1.100000000000000006e-01,-6.108618161583352357e-01,-1.564344650397691758e-02,1.100000000000000006e-01,-7.491381838416648620e-01,7.647976490834169916e-02,-9.416441226738310466e-02,-3.251327416891491850e-01,2.352023509165850415e-02,1.258355877326168826e-01,-4.148672583108508616e-01
-4.934908311167091055e-02,6.773332858453333660e-01,1.673834903915621952e-02,1.498575406396680521e-01,2.485129274922027315e-02,-4.945905135244645368e-01,1.329767390243180580e-01,-8.412338040721079047e-01,-1.008067836223165425e-01,3.118859117683216997e-01,1.664499566594430588e-02,3.185372749509652809e-03,3.090169943745003228e-02,-1.100000000000000006e-01,-6.134260438593290843e-01,-3.090169943745003228e-02,1.100000000000000006e-01,-7.465739561406710134e-01,8.457629772368499554e-02,-9.627040049785770548e-02,-3.291370886400918905e-01,1.542370227631501695e-02,1.237295995021422956e-01,-4.108629113599081006e-01
-7.673188385188914676e-03,6.991592328518980715e-01,1.515302578486228680e-02,1.516888329904872157e-01,-2.725583435075834907e-03,-5.007475828906683413e-01,1.240306783858302758e-01,-8.177541401320892467e-01,-1.190744289965603581e-01,2.714130818282643465e-01,1.474786567659850701e-02,7.917428048805096909e-04,4.539904997391255859e-02,-1.100000000000000006e-01,-6.176295433067993113e-01,-4.539904997391255859e-02,1.100000000000000006e-01,-7.423704566932007864e-01,9.182144733691806338e-02,-9.871445703400337501e-02,-3.341476160849430888e-01,8.178552663082094831e-03,1.212855429659966261e-01,-4.058523839150570134e-01
2.963590179857365781e-02,7.098632864869015568e-01,1.254818146291566440e-02,1.487310921673765107e-01,-2.728787781468132792e-02,-4.994660274918683585e-01,1.178014005988208823e-01,-7.809684223237961520e-01,-1.370588412564779091e-01,2.278042664176178622e-01,1.252216408641435366e-02,-1.026656369141470135e-03,5.877852522920884448e-02,-1.100000000000000006e-01,-6.233688103937341518e-01,-5.877852522920884448e-02,1.100000000000000006e-01,-7.366311896062659459e-01,9.803681411929013323e-02,-1.014364010925416226e-01,-3.400409482090233082e-01,1.963185880710122122e-03,1.185635989074583785e-01,-3.999590517909769605e-01
6.161585822193509782e-02,7.103901144865991668e-01,9.217067175095074519e-03,1.416878746226624686e-01,-4.810022722824427999e-02,-4.917885642703750948e-01,1.146525911131266312e-01,-7.340487569099296561e-01,-1.545832616036004470e-01,1.832300851384290885e-01,1.002054977264879576e-02,-2.367965080443630143e-03,7.071067811862094543e-02,-1.100000000000000006e-01,-6.305025253169180832e-01,-7.071067811862094543e-02,1.100000000000000006e-01,-7.294974746830820145e-01,1.030693551129995000e-01,-1.043692093771368123e-01,-3.466719716165898024e-01,-3.069355112999383461e-03,1.156307906228631888e-01,-3.933280283834103552e-01
8.723604095426705507e-02,7.018536152211766188e-01,5.483080761096353027e-03,1.314589164208158911e-01,-6.436012173372700207e-02,-4.787833981385434812e-01,1.151334353455669007e-01,-6.803817301687400398e-01,-1.715712081078604179e-01,1.398613826581720232e-01,7.290000459082061901e-03,-3.411449538232562244e-03,8.090169943746627901e-02,-1.100000000000000006e-01,-6.388550323394994734e-01,-8.090169943746627901e-02,1.100000000000000006e-01,-7.211449676605006243e-01,1.067951524567349458e-01,-1.074406664143894991e-01,-3.538774085042430961e-01,-6.795152456734870894e-03,1.125593335856105021e-01,-3.861225914957570615e-01
1.053548694612626152e-01,6.854951399744767526e-01,1.678016517607390165e-03,1.190053900479472460e-01,-7.516005639096055846e-02,-4.615221586757364269e-01,1.200377521512952378e-01,-6.233272708743876622e-01,-1.880758526935769059e-01,9.974724695730335933e-02,4.369022085695232344e-03,-4.366040839591474321e-03,8.910065241881467979e-02,-1.100000000000000006e-01,-6.482206650182014140e-01,-8.910065241881467979e-02,1.100000000000000006e-01,-7.117793349817986837e-01,1.091224646546814503e-01,-1.105751427384611685e-01,-3.614798371023355550e-01,-9.122464654681444740e-03,1.094248572615388326e-01,-3.785201628976644361e-01
1.146620808150809190e-01,6.625800878603343991e-01,-1.890103040911975596e-03,1.052190971445587930e-01,-7.943570573496724907e-02,-4.410041489839431894e-01,1.304791654639261556e-01,-5.658964679616943494e-01,-2.043186048996667725e-01,6.461523056281151534e-02,1.287435098148684027e-03,-5.419406970881889517e-03,9.510565162950022911e-02,-1.100000000000000006e-01,-6.583688103937210823e-01,-9.510565162950022911e-02,1.100000000000000006e-01,-7.016311896062790154e-01,1.099939855566191144e-01,-1.136954571395226155e-01,-3.692920603877679619e-01,-9.993985556619108812e-03,1.063045428604773857e-01,-3.707079396122322512e-01
1.136141537209181818e-01,6.342675291554203953e-01,-4.987495030827899037e-03,9.083235139051386298e-02,-7.590858215732179670e-02,-4.180607698342003742e-01,1.479745070380693306e-01,-5.104581687394439404e-01,-2.207334564717075287e-01,3.567820158600393948e-02,-1.929766589093028992e-03,-6.698175941158377583e-03,9.876883405950608041e-02,-1.100000000000000006e-01,-6.690495874471498183e-01,-9.876883405950608041e-02,1.100000000000000006e-01,-6.909504125528502794e-01,1.093882554255301842e-01,-1.167247771212899243e-01,-3.771217154959703444e-01,-9.388255425530241116e-03,1.032752228787100768e-01,-3.628782845040299798e-01
1.003892154378275697e-01,6.015091030976198461e-01,-7.536003586170605430e-03,7.639017382001342393e-02,-6.304935679360736123e-02,-3.932898026093025190e-01,1.745055716379483590e-01,-4.585879697262166821e-01,-2.380022910156362193e-01,1.353823766728506905e-02,-5.252174634712693073e-03,-8.248665217429963434e-03,1.000000000000000056e-01,-1.100000000000000006e-01,-6.799999999999654099e-01,-1.000000000000000056e-01,1.100000000000000006e-01,-6.800000000000346878e-01,1.073201893475451280e-01,-1.195885107720753709e-01,-3.847760103330433723e-01,-7.320189347545184855e-03,1.004114892279246302e-01,-3.552239896669567853e-01
7.293045398969588700e-02,5.650199172975852724e-01,-9.739606996809521688e-03,6.227748628623489685e-02,-3.912876259712791405e-02,-3.670525667964912309e-01,2.124776593389929857e-01,-4.111058022737311690e-01,-2.570391413964743244e-01,-1.772078937268505711e-03,-8.624325639686465650e-03,-1.003981562872493204e-02,9.876883405952162354e-02,-1.100000000000000006e-01,-6.909504125527815566e-01,-9.876883405952162354e-02,1.100000000000000006e-01,-6.690495874472185411e-01,1.038407099730218330e-01,-1.222161434652095369e-01,-3.920664707569498919e-01,-3.840709973021917689e-03,9.778385653479046424e-02,-3.479335292430502657e-01
2.922878092796556138e-02,5.253190287861784213e-01,-1.225311428517276979e-02,4.877165008306594968e-02,-2.497974193475957505e-03,-3.395273341132187817e-01,2.643954788336104200e-01,-3.682489008909655137e-01,-2.788295816935015270e-01,-1.064761765341888135e-02,-1.193481551186406815e-02,-1.198181587143884279e-02,9.510565162953094065e-02,-1.100000000000000006e-01,-7.016311896062128461e-01,-9.510565162953094065e-02,1.100000000000000006e-01,-6.583688103937872516e-01,9.903549363189100008e-02,-1.245429741631744885e-01,-3.988135814364026088e-01,9.645063681091234353e-04,9.545702583682551257e-02,-3.411864185635972158e-01
-3.191699582434820437e-02,4.828051591286153243e-01,-1.631742097926064047e-02,3.609134982026541982e-02,4.768801171420655738e-02,-3.107876914954905700e-01,3.319682847509642931e-01,-3.298837045300395676e-01,-3.039753575646675365e-01,-1.374068819078345417e-02,-1.498012027512519648e-02,-1.395079121639037842e-02,8.910065241885978260e-02,-1.100000000000000006e-01,-7.117793349817367332e-01,-8.910065241885978260e-02,1.100000000000000006e-01,-6.482206650182633645e-01,9.302286069806969815e-02,-1.265117085718780177e-01,-4.048512061140971952e-01,6.977139301930147808e-03,9.348829142812196957e-02,-3.351487938859029625e-01
-1.095522403407540174e-01,4.378336598937478397e-01,-2.363195766965178746e-02,2.442778464484329434e-02,1.102372783052760208e-01,-2.808774127908527651e-01,4.144794111093892952e-01,-2.956860640217350844e-01,-3.318676187595163696e-01,-1.181813277408532738e-02,-1.744878856002777395e-02,-1.581207081669926823e-02,8.090169943752467674e-02,-1.100000000000000006e-01,-7.211449676604443360e-01,-8.090169943752467674e-02,1.100000000000000006e-01,-6.388550323395557617e-01,8.595086214917380119e-02,-1.280738699163230243e-01,-4.100306784327406584e-01,1.404913785082603783e-02,9.192613008367696292e-02,-3.299693215672594437e-01
-1.980260120082569797e-01,3.907770986532606017e-01,-3.546144753773271957e-02,1.395745259040513837e-02,1.798060562165042786e-01,-2.498681818961225320e-01,5.040411986079719187e-01,-2.652653009988125699e-01,-3.478089728115721369e-01,-5.665123502639375641e-03,-1.886183327922987332e-02,-1.743836329117644940e-02,7.071067811869120867e-02,-1.100000000000000006e-01,-7.294974746830328316e-01,-7.071067811869120867e-02,1.100000000000000006e-01,-6.305025253169672661e-01,7.799363406009438004e-02,-1.291909925996929109e-01,-4.142244625941652880e-01,2.200636593990542428e-02,9.080900740030709017e-02,-3.257755374058347586e-01
-2.895443046001815457e-01,3.420655581768677345e-01,-5.160187264017982584e-02,4.841596824644555860e-03,2.492728734051465334e-01,-2.178979182517722935e-01,5.905773675885199747e-01,-2.382376078106421546e-01,-3.489874358007232225e-01,3.968751817769207782e-03,-1.860051970969539212e-02,-1.872202140058061223e-02,5.877852522928894707e-02,-1.100000000000000006e-01,-7.366311896062252007e-01,-5.877852522928894707e-02,1.100000000000000006e-01,-6.233688103937748970e-01,6.934710979491016947e-02,-1.298355693540055034e-01,-4.173292937139452263e-01,3.065289020509003384e-02,9.016443064599448387e-02,-3.226707062860547093e-01
-3.793666227246940692e-01,2.922088815131543837e-01,-7.120691345989454968e-02,-2.782043068096802171e-03,3.145830796545688313e-01,-1.851921758807003882e-01,6.714023036865489624e-01,-2.142641032480233632e-01,-3.490610897375451827e-01,1.639386155512803644e-02,-1.703940665431194490e-02,-1.958198324588165604e-02,4.539904997400109193e-02,-1.100000000000000006e-01,-7.423704566931692561e-01,-4.539904997400109193e-02,1.100000000000000006e-01,-6.176295433068308416e-01,6.022419547719954497e-02,-1.299917285603420514e-01,-4.192687205455675747e-01,3.977580452280066181e-02,9.000827143965794974e-02,-3.207312794544324164e-01
-4.622966703089209095e-01,2.418044428699537562e-01,-9.227356492619323558e-02,-8.810760645473319705e-03,3.717175438093958117e-01,-1.520718893938598215e-01,7.407176961218466804e-01,-1.930679167302137289e-01,-3.490656931085965309e-01,3.098756273250359225e-02,-1.457753668248886955e-02,-1.996643096950622906e-02,3.090169943754419654e-02,-1.100000000000000006e-01,-7.465739561406495861e-01,-3.090169943754419654e-02,1.100000000000000006e-01,-6.134260438593505116e-01,5.084952753468048592e-02,-1.296556250607798222e-01,-4.199949879638492645e-01,4.915047246531929759e-02,9.034437493922017892e-02,-3.200050120361507267e-01
-5.348385334531361446e-01,1.915338529943411694e-01,-1.124415214075652064e-01,-1.318858593750741465e-02,4.184620240909993627e-01,-1.189504629204788527e-01,7.942577162623164488e-01,-1.744406738136344837e-01,-3.490659808192872471e-01,4.719277263849162157e-02,-1.166413896013117520e-02,-1.985221780112900181e-02,1.564344650407506129e-02,-1.100000000000000006e-01,-7.491381838416539818e-01,-1.564344650407506129e-02,1.100000000000000006e-01,-6.108618161583461159e-01,4.145394140483776857e-02,-1.288355348389416399e-01,-4.194902128546087461e-01,5.854605859516201494e-02,9.116446516105836118e-02,-3.205097871453911895e-01
-5.953693400278758929e-01,1.421519329443699797e-01,-1.297194457235426868e-01,-1.591602986309754650e-02,4.543397535387995734e-01,-8.632316183596723536e-02,8.301158477194064966e-01,-1.582451059999351317e-01,-3.490659988012054793e-01,6.451373185721193115e-02,-8.703821904376182056e-03,-1.924197278445595807e-02,5.324165741197795701e-14,-1.100000000000000006e-01,-7.500000000000000000e-01,-5.324165741197795701e-14,1.100000000000000006e-01,-6.100000000000000977e-01,3.226878760035030436e-02,-1.275516512378125633e-01,-4.177668244562882105e-01,6.773121239964949303e-02,9.244834876218743780e-02,-3.222331755437117251e-01
-6.433256773731469425e-01,9.447163462324405236e-02,-1.426945809658161368e-01,-1.705646484153861692e-02,4.797609735116404872e-01,-5.475217720661731957e-02,8.476869101482852331e-01,-1.444180509880340635e-01,-3.459210837709849606e-01,8.251230611386438374e-02,-5.985677071248157559e-03,-1.815963020596439784e-02,-1.564344650397058931e-02,-1.100000000000000006e-01,-7.491381838416655281e-01,1.564344650397058931e-02,1.100000000000000006e-01,-6.108618161583345696e-01,2.352023509166194584e-02,-1.258355877326176597e-01,-4.148672583108522494e-01,7.647976490833824359e-02,9.416441226738232750e-02,-3.251327416891477973e-01
-6.773332858453214866e-01,4.934908311169048517e-02,-1.498575406396662202e-01,-1.673834903915664973e-02,4.945905135244602069e-01,-2.485129274923319684e-02,8.412338040721152321e-01,-1.329767390243234149e-01,-3.118859117683382975e-01,1.008067836223090485e-01,-3.185372749510738313e-03,-1.664499566594505181e-02,-3.090169943744359993e-02,-1.100000000000000006e-01,-7.465739561406724567e-01,3.090169943744359993e-02,1.100000000000000006e-01,-6.134260438593276410e-01,1.542370227631850027e-02,-1.237295995021432810e-01,-4.108629113599101546e-01,8.457629772368166488e-02,9.627040049785672016e-02,-3.291370886400899476e-01
-6.991592328518911881e-01,7.673188385204841172e-03,-1.516888329904874377e-01,-1.515302578486314028e-02,5.007475828906673421e-01,2.725583435065324217e-03,8.177541401321016812e-01,-1.240306783858332040e-01,-2.714130818282822766e-01,1.190744289965535996e-01,-7.917428048814937128e-04,-1.474786567659925815e-02,-4.539904997390684094e-02,-1.100000000000000006e-01,-7.423704566932028959e-01,4.539904997390684094e-02,1.100000000000000006e-01,-6.176295433067972018e-01,8.178552663084842633e-03,-1.212855429659976808e-01,-4.058523839150592338e-01,9.182144733691499638e-02,9.871445703400232030e-02,-3.341476160849405908e-01
-7.098632864868988923e-01,-2.963590179855928736e-02,-1.487310921673785646e-01,-1.254818146291696197e-02,4.994660274918701348e-01,2.728787781467191531e-02,7.809684223238135825e-01,-1.178014005988222423e-01,-2.278042664176367638e-01,1.370588412564701097e-01,1.026656369140745671e-03,-1.252216408641540317e-02,-5.877852522920337663e-02,-1.100000000000000006e-01,-7.366311896062687214e-01,5.877852522920337663e-02,1.100000000000000006e-01,-6.233688103937313763e-01,1.963185880712425835e-03,-1.185635989074595997e-01,-3.999590517909795140e-01,9.803681411928744094e-02,1.014364010925404014e-01,-3.400409482090203106e-01
-7.103901144866007211e-01,-6.161585822192193473e-02,-1.416878746226662711e-01,-9.217067175096699955e-03,4.917885642703796467e-01,4.810022722823644598e-02,7.340487569099520826e-01,-1.146525911131273112e-01,-1.832300851384482121e-01,1.545832616035927864e-01,2.367965080443148324e-03,-1.002054977264851994e-02,-7.071067811861590779e-02,-1.100000000000000006e-01,-7.294974746830855672e-01,7.071067811861590779e-02,1.100000000000000006e-01,-6.305025253169145305e-01,-3.069355112997391999e-03,-1.156307906228645627e-01,-3.933280283834134639e-01,1.030693551129972935e-01,1.043692093771354384e-01,-3.466719716165863607e-01
-7.018536152211816148e-01,-8.723604095425806226e-02,-1.314589164208205818e-01,-5.483080761097917748e-03,4.787833981385498650e-01,6.436012173372145095e-02,6.803817301687627994e-01,-1.151334353455659015e-01,-1.398613826581889263e-01,1.715712081078537288e-01,3.411449538232109481e-03,-7.290000459083212023e-03,-8.090169943746250425e-02,-1.100000000000000006e-01,-7.211449676605041770e-01,8.090169943746250425e-02,1.100000000000000006e-01,-6.388550323394959207e-01,-6.795152456733635771e-03,-1.125593335856117788e-01,-3.861225914957600591e-01,1.067951524567337107e-01,1.074406664143882223e-01,-3.538774085042400985e-01
-6.854951399744853013e-01,-1.053548694612563147e-01,-1.190053900479528387e-01,-1.678016517609037285e-03,4.615221586757446426e-01,7.516005639095700575e-02,6.233272708744125312e-01,-1.200377521512923373e-01,-9.974724695731974899e-02,1.880758526935701058e-01,4.366040839591146458e-03,-4.369022085696556805e-03,-8.910065241881161280e-02,-1.100000000000000006e-01,-7.117793349818029025e-01,8.910065241881161280e-02,1.100000000000000006e-01,-6.482206650181971952e-01,-9.122464654680716156e-03,-1.094248572615401927e-01,-3.785201628976679333e-01,1.091224646546807564e-01,1.105751427384598085e-01,-3.614798371023322243e-01
-6.625800878603458344e-01,-1.146620808150791981e-01,-1.052190971445649409e-01,1.890103040910567651e-03,4.410041489839527373e-01,7.943570573496709641e-02,5.658964679617187743e-01,-1.304791654639204934e-01,-6.461523056282537925e-02,2.043186048996601389e-01,5.419406970881452366e-03,-1.287435098149969891e-03,-9.510565162949824458e-02,-1.100000000000000006e-01,-7.016311896062832343e-01,9.510565162949824458e-02,1.100000000000000006e-01,-6.583688103937168634e-01,-9.993985556619053301e-03,-1.063045428604786485e-01,-3.707079396122354153e-01,1.099939855566190589e-01,1.136954571395213526e-01,-3.692920603877644092e-01
-6.342675291554346062e-01,-1.136141537209210545e-01,-9.083235139052037166e-02,4.987495030826643964e-03,4.180607698342111989e-01,7.590858215732518288e-02,5.104581687394682543e-01,-1.479745070380600047e-01,-3.567820158601532621e-02,2.207334564717002567e-01,6.698175941157766093e-03,1.929766589091585702e-03,-9.876883405950502570e-02,-1.100000000000000006e-01,-6.909504125528549423e-01,9.876883405950502570e-02,1.100000000000000006e-01,-6.690495874471451554e-01,-9.388255425530789289e-03,-1.032752228787113535e-01,-3.628782845040331440e-01,1.093882554255308226e-01,1.167247771212886476e-01,-3.771217154959666806e-01
-6.015091030976370545e-01,-1.003892154378363544e-01,-7.639017382002030732e-02,7.536003586169555922e-03,3.932898026093149535e-01,6.304935679361527157e-02,4.585879697262409405e-01,-1.745055716379344535e-01,-1.353823766729426309e-02,2.380022910156284754e-01,8.248665217429243524e-03,5.252174634711215956e-03,-1.000000000000000056e-01,-1.100000000000000006e-01,-6.800000000000396838e-01,1.000000000000000056e-01,1.100000000000000006e-01,-6.799999999999604139e-01,-7.320189347546447733e-03,-1.004114892279258792e-01,-3.552239896669602270e-01,1.073201893475465157e-01,1.195885107720741219e-01,-3.847760103330395975e-01
-5.650199172976008155e-01,-7.293045398971030602e-02,-6.227748628624062144e-02,9.739606996808565856e-03,3.670525667965022776e-01,3.912876259714012650e-02,4.111058022737494877e-01,-2.124776593389746671e-01,1.772078937263694021e-03,2.570391413964659977e-01,1.003981562872416876e-02,8.624325639685083075e-03,-9.876883405952262274e-02,-1.100000000000000006e-01,-6.690495874472229820e-01,9.876883405952262274e-02,1.100000000000000006e-01,-6.909504125527771157e-01,-3.840709973023610779e-03,-9.778385653479153283e-02,-3.479335292430531523e-01,1.038407099730235261e-01,1.222161434652084683e-01,-3.920664707569470053e-01
-5.253190287861956298e-01,-2.922878092798879626e-02,-4.877165008307145916e-02,1.225311428517151212e-02,3.395273341132305500e-01,2.497974193495029055e-03,3.682489008909822781e-01,-2.643954788335839412e-01,1.064761765341660886e-02,2.788295816934902582e-01,1.198181587143802573e-02,1.193481551186245486e-02,-9.510565162953302232e-02,-1.100000000000000006e-01,-6.583688103937918035e-01,9.510565162953302232e-02,1.100000000000000006e-01,-7.016311896062082942e-01,9.645063681066670669e-04,-9.545702583682644238e-02,-3.411864185636001023e-01,9.903549363189322052e-02,1.245429741631735587e-01,-3.988135814363999998e-01
-4.828051591286344757e-01,3.191699582431857529e-02,-3.609134982027062399e-02,1.631742097925840268e-02,3.107876914955032266e-01,-4.768801171418256962e-02,3.298837045300560544e-01,-3.319682847509318746e-01,1.374068819078246885e-02,3.039753575646562123e-01,1.395079121638963249e-02,1.498012027512402727e-02,-8.910065241886269694e-02,-1.100000000000000006e-01,-6.482206650182673613e-01,8.910065241886269694e-02,1.100000000000000006e-01,-7.117793349817327364e-01,6.977139301927476334e-03,-9.348829142812266346e-02,-3.351487938859052385e-01,9.302286069807268187e-02,1.265117085718773238e-01,-4.048512061140946416e-01
-4.378336598937683233e-01,1.095522403407187678e-01,-2.442778464484812381e-02,2.363195766964779759e-02,2.808774127908661433e-01,-1.102372783052479321e-01,2.956860640217496283e-01,-4.144794111093523248e-01,1.181813277408685914e-02,3.318676187595043792e-01,1.581207081669855005e-02,1.744878856002695169e-02,-8.090169943752865966e-02,-1.100000000000000006e-01,-6.388550323395596475e-01,8.090169943752865966e-02,1.100000000000000006e-01,-7.211449676604404502e-01,1.404913785082296390e-02,-9.192613008367753191e-02,-3.299693215672613311e-01,8.595086214917721512e-02,1.280738699163224692e-01,-4.100306784327385490e-01
-3.907770986532824176e-01,1.980260120082194264e-01,-1.395745259040959141e-02,3.546144753772691866e-02,2.498681818961368817e-01,-1.798060562164753295e-01,2.652653009988264476e-01,-5.040411986079356144e-01,5.665123502641823336e-03,3.478089728115705825e-01,1.743836329117581102e-02,1.886183327922969985e-02,-7.071067811869599651e-02,-1.100000000000000006e-01,-6.305025253169705968e-01,7.071067811869599651e-02,1.100000000000000006e-01,-7.294974746830295009e-01,2.200636593990203116e-02,-9.080900740030747875e-02,-3.257755374058363129e-01,7.799363406009816868e-02,1.291909925996925224e-01,-4.142244625941636227e-01
-3.420655581768879960e-01,2.895443046001409115e-01,-4.841596824648016634e-03,5.160187264017186692e-02,2.178979182517856161e-01,-2.492728734051164463e-01,2.382376078106518968e-01,-5.905773675884817830e-01,-3.968751817763980193e-03,3.489874358007231114e-01,1.872202140058019243e-02,1.860051970969594029e-02,-5.877852522929442186e-02,-1.100000000000000006e-01,-6.233688103937776726e-01,5.877852522929442186e-02,1.100000000000000006e-01,-7.366311896062224251e-01,3.065289020508599888e-02,-9.016443064599465040e-02,-3.226707062860558195e-01,6.934710979491381933e-02,1.298355693540053368e-01,-4.173292937139442271e-01
-2.922088815131753670e-01,3.793666227246551559e-01,2.782043068093907785e-03,7.120691345988527932e-02,1.851921758807142104e-01,-3.145830796545410202e-01,2.142641032480323005e-01,-6.714023036865144345e-01,-1.639386155512187471e-02,3.490610897375451827e-01,1.958198324588133685e-02,1.703940665431278104e-02,-4.539904997400711489e-02,-1.100000000000000006e-01,-6.176295433068329510e-01,4.539904997400711489e-02,1.100000000000000006e-01,-7.423704566931671467e-01,3.977580452279646378e-02,-9.000827143965790811e-02,-3.207312794544330270e-01,6.022419547720334054e-02,1.299917285603420791e-01,-4.192687205455670196e-01
-2.418044428699766268e-01,4.622966703088882690e-01,8.810760645470936195e-03,9.227356492618438155e-02,1.520718893938746430e-01,-3.717175438093738293e-01,1.930679167302235266e-01,-7.407176961218214784e-01,-3.098756273249645907e-02,3.490656931085965309e-01,1.996643096950611110e-02,1.457753668248991732e-02,-3.090169943755062890e-02,-1.100000000000000006e-01,-6.134260438593519549e-01,3.090169943755062890e-02,1.100000000000000006e-01,-7.465739561406481428e-01,4.915047246531546038e-02,-9.034437493921992912e-02,-3.200050120361507822e-01,5.084952753468476028e-02,1.296556250607800720e-01,-4.199949879638492090e-01
